,CILUBA,French,Score,Sentiment,Nature,English,Zulu,Afrikaans,Sepedi,Xhosa,Shona
2958,tshipese,morçau,-3.0,negative,Mot,piece,isiqephu,stuk,karolo,isiqwenga,chidimbu
2959,tshipese,pied,-3.0,negative,Mot,foot,unyawo,voet,leoto,inyawo,tsoka
2960,tshipepudi,vent,5.0,postive,Mot,wind,songa,wind,phefo,umoya,mhepo
2961,tshipepelatshikole,tempete,0.0,neutral,Mot,storm,isivunguvungu,storm,ledimo,isaqhwithi,Dutu
2962,tshipebdu,blaspheme,3.0,postive,Mot,blasphemy,ukujivaza uNkulunkulu,godslastering,Go nyefola .,ukunyelisa,kumhura
2963,tshipendu,injure,2.0,postive,Mot,insult,eyisa,belediging,maroga,ukuthuka,kutuka
2964,tshipela,desert,3.0,postive,Mot,desert,hlamuka,woestyn,leganata,intlango,renje
2965,tshipela,desert,-1.0,negative,Mot,desert,hlamuka,woestyn,leganata,intlango,renje
2966,tshipembua,depot,3.0,postive,Mot,deposit,faka,deposito,tipositi,idipozithi,dhipoziti
2967,tshipaputshialubilu,lice,-2.0,negative,Mot,lice,inkomba,luise,Dinta .,iintwala,nzizi
2968,tshipanza,vaisseau,0.0,neutral,Mot,vessel,umkhumbi,vaartuig,sekepe,inqanawa,mudziyo
2969,tshivuadi,vaisseau,-1.0,negative,Mot,vessel,umkhumbi,vaartuig,sekepe,inqanawa,mudziyo
2970,tshipambuke,desordonné,2.0,postive,Mot,messy,-nembayo,morsig,hlakahlakane,ukungcola,messy
2971,tshiota,famille,0.0,neutral,Mot,family,umndeni,familie,lapa,usapho,mhuri
2972,tshioshelu,autel,-1.0,negative,Mot,altar,ilathi,altaar,aletare .,isibingelelo,Atari
2973,tshishipelu,autel,2.0,postive,Mot,altar,ilathi,altaar,aletare .,isibingelelo,Atari
2974,tshioshelutshiamanananshi,encensoir,-2.0,negative,Mot,censer,umcengeli,wierookbak,Dibapadi tša Ditšoantšo .,intsholongwane,Censer
2975,tshiona,son,0.0,neutral,Mot,her,yona,haar,gagwe,wakhe,iye
2976,tshienga,butin,-3.0,negative,Mot,booty,butha,buit,Booty .,i-booty,booty
2977,tshinyangu,dissipation,0.0,neutral,Mot,dissipation,ukuhlakazeka,dissipasie,Dissipation .,ukungasebenzi,kupaza
2978,tshinunu,mille,-1.0,negative,Mot,thousand,inkulungwane,duisend,sekete,iwaka,Zviuru
2979,tshinu,genoux,0.0,neutral,Mot,knees,amadolo,knieë,Mangwele .,amadolo,mabvi
2980,tshinu,mortier,0.0,neutral,Mot,mortar,isigqulo,mortel,Sekontiri .,udaka,dhaka
2981,tshitununtunu,subi,5.0,postive,Mot,suffered,ngahlupheka,gely het,O tlaišega .,wabandezeleka,akatambura
2982,tshintu,affaire,0.0,neutral,Mot,affair,indaba,saak,kamano,ukuthandana,kudanana
2983,tshienabualu,affaire,0.0,neutral,Mot,affair,indaba,saak,kamano,ukuthandana,kudanana
2984,tshintutshinyenga,choseestorquée,0.0,neutral,Mot,thingtorqued,i-ntomsqued,ding torqued,ThingTorqued .,into,chinhu
2985,tshintutshiamvinta,arme,0.0,neutral,Mot,armed,-hlomile,gewapen,O hlometše ka dibetša .,ixhobile,zvombo
2986,tshintutshialuse,aumône,3.0,postive,Mot,alms,Izipho,aalmoese,Dimpho tša Ditšhegofatšo .,ii-alms,Alms
2987,tshintutshiatshidimuntuupete,pocession,3.0,postive,Mot,pocession,isenzo,besitting,Pocession .,i-posdion,polession
2988,tshilulu,bande,0.0,neutral,Mot,band,isibopho,band,lepanta,band,bhendi
2989,tshilulu,drap,0.0,neutral,Mot,sheet,isixwexwe,blad,letlakala,iphepha,Sheet
2990,tshilulu,linge,0.0,neutral,Mot,linen,okokulala embhedeni,linne,Linen .,ilineni,rineni
2991,tshilulu,robe,0.0,neutral,Mot,dress,gqoka,rok,seaparo,nxiba,chipfeko
2992,tshiluklu,tante,2.0,postive,Mot,aunt,anti,tannie,rakgadi,umakazi,tete
2993,tshilulu,toile,0.0,neutral,Mot,cloth,indwangu,lap,lešela,ilaphu,jira
2994,tshilotata,extase,-1.0,negative,Mot,ecstasy,enyanyayo,ekstase,Ekgola .,ecstasy,Ecstasy
2995,tshilotata,songe,1.0,postive,Mot,dream,iphupha,droom,toro,iphupha,kurota
2996,tshilongo,fleur,-2.0,negative,Mot,flower,umqhakazo,blom,letšoba,intyatyambo,ruva
2997,tshilobeshi,proie,0.0,neutral,Mot,prey,inyamazane edliwayo,prooi,sebolawa,ixhoba,pwanya
2998,tshileshelu,formule,-2.0,negative,Mot,formula,uhlobo,formule,Formula .,ifomula,formula
2999,tshilenduishi,scandale,0.0,neutral,Mot,scandal,amapeketwane,skandaal,Mahlabisadihlong .,isikrelemnqa,nyonganiso
3000,tshilema,defau,0.0,neutral,Mot,default,phutha,verstek,hlokomologa,Ukungagqibeki,default
3001,tshilema,faute,0.0,neutral,Mot,mistake,iphutha,fout,phošo,impazamo,kukanganisa
3002,tshilelela,antitype,0.0,neutral,Mot,antitype,ukuwobelana,antitipe,Antitype .,antifity,fananidze
3003,tshilele,habitude,0.0,neutral,Mot,habit,isiko,gewoonte,setlwaedi,umkhwa,tsika
3004,tshilele,jeu,0.0,neutral,Mot,game,igemu,speletjie,papadi,umdlalo,mutambo
3005,tshibidilu,habitude,0.0,neutral,Mot,habit,isiko,gewoonte,setlwaedi,umkhwa,tsika
3006,tshilele,coutume,0.0,neutral,Mot,custom,umkhuba,pasgemaak,tlwaelo,isiko,Tsika
3007,tshilele,nature,0.0,neutral,Mot,nature,uhlobo,natuur,tlhago,indalo,zvisikwa
3008,tshilele,exactitude,-1.0,negative,Mot,exactness,ukucacisa,akkuraatheid,Go nepagala .,ngqongqo,Chaizvoizvo
3009,tshilele,toujours,0.0,neutral,Mot,always,njalonjalo,altyd,ka mehla,njalo,nguva dzose
3010,tshilele,tradition,0.0,neutral,Mot,tradition,indlela yokuphila,tradisie,setšo,isiko,Tsika
3011,tshilele,usage,0.0,neutral,Mot,use,umsebenzi,gebruik,šomiša,sebenzisa,shandisa
3012,tshilejelu,exemple,0.0,neutral,Mot,example,isibonelo,voorbeeld,mohlala,umzekelo,Muenzaniso
3013,tshilejelu,model,2.0,postive,Mot,model,isifanekiso,model,mmotlolo,imodeli,modhi
3014,tshile,long,2.0,postive,Mot,long,-de,lank,telele,ixesha elide,refu
3015,tshilambuidi,recette,0.0,neutral,Mot,recipe,indlela yokwenza into ethize efana nokupheka,resep,motswako,iresiphi,Recipe
3016,tshikutu,buisson,2.0,postive,Mot,bush,ihlathi,bossie,sethokgwa,ityholo,Bush
3017,tshipakatshiamitshi,buisson,0.0,neutral,Mot,bush,ihlathi,bossie,sethokgwa,ityholo,Bush
3018,tshikutu,fournaise,0.0,neutral,Mot,furnace,imbuthuma,oond,Sebjana sa go fiša .,isithando somlilo,choto
3019,tshinkutu,manteau,8.0,postive,Mot,coat,ijazi,jas,baki,idyasi,jasi
3020,tshikusu,ver,3.0,postive,Mot,worm,impethu,wurm,seboko,umbungu,honye
3021,tshikumbane,complet,4.0,postive,Mot,complete,feza,voltooi,feleletše,gcwalisa,Zadzisa
3022,tshikumbane,adapté,3.0,postive,Mot,adapted,Kuguqulwe,aangepas,E fetotšwe .,iguqulwe,kugadziridzwa
3023,tshikumbane,quiconvient,0.0,neutral,Mot,who suits,ofanele,wie pas,Ke mang yo a nago le disutu .,Ngubani ofanelekileyo,Ndiani masutu
3024,tshiuja,complet,0.0,neutral,Mot,complete,feza,voltooi,feleletše,gcwalisa,Zadzisa
3025,tshuja,plein,0.0,neutral,Mot,full,-gcwele,vol,tletše,igcwele,izere
3026,tshikumbane,assezutil,0.0,neutral,Mot,quiteuseful,-buze,redelik nuttig,E tloga e le e nago le mohola .,ngethu,zvinoshandisa
3027,tshokoyeke,immonde,0.0,neutral,Mot,filthy,ngcolile kakhulu,vieslik,ditšhila,ngcolile,tsvina
3028,tshikowelu,vetement,0.0,neutral,Mot,garment,isigqoko,kledingstuk,Seaparo sa .,ingubo,nguo
3029,tshikote,cumin,0.0,neutral,Mot,cumin,uhlobo lwensanzaka,komyn,Kumine .,i-cumin,cumin
3031,tshikondotshimpe,bonmoment,0.0,neutral,Mot,good time,Isikhathi Esihle,goeie tyd,Nako e Botse .,ixesha elimnandi,nguva yakanaka
3032,tshikondoetshi,actuel,0.0,neutral,Mot,current,-dlulayo,huidige,bjale,okwangoku,zvazvino
3033,tshikondo,moment,0.0,neutral,Verbe,moment,isikhashana,oomblik,nakwana,umzuzu,nguva
3034,tshikondo,ocassion,0.0,neutral,Verbe,opportunity,isikhala,geleentheid,sebaka,ithuba,mukana
3035,tshikondo,saison,0.0,neutral,Verbe,season,isikhathi sonyaka,seisoen,sehla,ixesha,mwaka
3036,tshokondo,temps,0.0,neutral,Verbe,time,isikhathi,tyd,nako,ixesha,nguva
3037,tshikondo,train,0.0,neutral,Verbe,train,qeqesha,trein,hlahla,uloliwe,chitima
3038,tshokondo,epoque,0.0,neutral,Verbe,era,inxeba,era,ERA .,ixesha,era
3039,tshikondo,delais,0.0,neutral,Mot,time limit,umkhawulo wesikhathi,tydsbeperking,Moedi wa nako .,ixesha lokuphumla,nguva yakatarwa
3040,tshikondo,anterieurement,0.0,neutral,Mot,previously,ngaphambilini,voorheen,Peleng .,ngaphambili,pakutanga
3041,tshikololo,aigle,-2.0,negative,Mot,eagle,ukhozi,arend,ntšhu,ukhozi,Eagle
3042,mukanku,aigle,7.0,postive,Mot,eagle,ukhozi,arend,ntšhu,ukhozi,Eagle
3043,tshikololo,corbeau,-3.0,negative,Mot,crow,igwababa,kraai,legokobu,crow,crow
3044,tshikole,difficile,5.0,postive,Mot,difficult,-lukhuni,moeilik,bothata,kunzima,zvakaoma
3045,tshikole,grave,5.0,postive,Mot,severe,-khulu,ernstig,šoro,kakhulu,Zvakanyanya
3046,tshikole,dur,8.0,postive,Mot,hard,-gwanyile,hard,bothata,HARD,zvakaoma
3047,tshikole,fort,6.0,postive,Mot,strong,-namandla,sterk,maatla,yomelele,yakasimba
3048,tshikenakumona,vision,6.0,postive,Mot,vision,umbono,visie,ponelopele,umbono,chiratidzo
3049,tshikankanyi,talon,0.0,neutral,Mot,heel,isithende,hakskeen,Serethe .,isithende,chitsitsinho
3050,tshikanga,cuit,0.0,neutral,Mot,cooked,iphekwe,gekook,E apeilwe .,kuphekwe,yakabikwa
3051,tshikanga,fermé,-2.0,negative,Mot,farm,ipulazi,plaas,polase,ifama,purazi
3052,tshikaminu,pressoire,6.0,postive,Mot,press,gcinezela,druk,gatelela,cinezela,tinya
3053,watshijila,saint,0.0,neutral,Mot,saint,usanti,heilige,Mokgethwa .,eng,Saint
3054,mutshijila,saintement,0.0,neutral,Mot,holy,'-ngcwele,heilig,Kgethwa .,ngcwele,Mutsvene
3055,tshijila,pueté,0.0,neutral,Mot,whore,isifebe,hoer,Sefebe .,Helre,ndiani
3056,tshijila,sainteté,7.0,postive,Mot,holiness,ubungcwele,heiligheid,Bokgethwa .,ubungcwele,hutsvene
3057,tshijidila,sacré,7.0,postive,Mot,sacred,-ngcwele,heilig,tšhogile,Ngcwele,Tsvene
3058,tshiji,colere,0.0,neutral,Mot,anger,intukuthelo,woede,pefelo,umsindo,kutsamwa
3059,tshiji,fureur,0.0,neutral,Mot,fury,isibhengubhengu,woede,Kgalefo .,ubushushu,Hasha
3060,tshifulutshiabutunmbi,diadème,-5.0,negative,Mot,tiara,tisana,tiara,Tiara .,iTiara,tiara
3061,tshifulu,casque,-8.0,negative,Mot,helmet,umgqomo,helm,lekarapa,isigcina-ntloko,ngowani
3062,tshifukibuatshipiatshipia,nouvellecreature,0.0,neutral,Mot,newcreature,I-NewCrure,nuwe skepsel,Sebopiwa sa New .,intsha,Newcreature
3063,tshifuafua,mortel,6.0,postive,Mot,mortal,-phethe,sterflike,Motho yo a hwago .,umntu,Walm
3064,tshieya,arhes,-1.0,negative,Mot,arhes,i-arhes,arhes,Arhes .,umthi,Maramira
3065,tshieya,garant,3.0,postive,Mot,guarantor,umphathi,borg,Mogolofadi .,isiqinisekiso,Guarantor
3066,tshieya,garantie,4.0,postive,Mot,guarantee,enza isiqiniselo,waarborg,tiišetšo,qinisekisa,vimbiso
3067,tshienzedi,œuvres,-2.0,negative,Mot,works,sebenza,werk,Mešomo .,imisebenzi,inoshanda
3068,tshienzedi,action,3.0,postive,Mot,action,ukwenza,aksie,kgato,isenzo,chiito
3069,malu,œuvres,0.0,neutral,Mot,works,sebenza,werk,Mešomo .,imisebenzi,inoshanda
3070,tshiendelu,parvis,0.0,neutral,Mot,square,igceke,vierkantig,khutlonne,isikwere,Square
3071,tshiendelele,eternellement,0.0,neutral,Mot,eternally,ngokunalo,ewig,Ka mo go sa felego .,ngonaphakade,nekusingaperi
3072,tshiendelele,àjamais,1.0,postive,Mot,forever,naphakade,vir ewig,go-ya-go-ile,ngonaphakade,zvachose
3073,tshienalomo,latin,4.0,postive,Mot,Latin,IsiLatini,Latyn,Selatine sa Selatine .,isiLatini,Ratini
3074,tshiendelele,jamais,3.0,postive,Mot,Never,Naphakade,Nooit nie,Le gatee,Soze,Kamwe
3075,tshienabualu,sujet,0.0,neutral,Mot,subject,beka,onderwerp,hlogotaba,isifundo,musoro
3076,tshidimutshiamayowa,été,-3.0,negative,Mot,summer,ihlobo,somer,selemo,ihlobo,zhizha
3077,tshidimutshiamashika,hiver,-3.0,negative,Mot,winter,ubusika,winter,marega,ubusika,chando
3078,tshidimu,an,5.0,postive,Mot,year,unyaka,jaar,ngwaga,unyaka,gore
3079,tshidimu,année,0.0,neutral,Mot,year,unyaka,jaar,ngwaga,unyaka,gore
3080,tshidime,cultuvateur,3.0,postive,Mot,cultivator,umtilingwane,kultivator,Molemirui .,umlingisi,kurima
3081,tshidime,laboureur,2.0,postive,Mot,plowman,umgadli,ploegman,Motho wa go lema .,umlimi,Plowman
3082,kadima,agroMote,3.0,postive,Mot,agroMote,i-agromote,agroMote,Agromote .,Agromote,Agromote
3083,tshidimba,gouvernail,-1.0,negative,Mot,rudder,isiqondiso sebhanoyi,roer,Selemo sa leru la .,i-rudder,ruzha
3084,tshidilu,crèche,3.0,postive,Mot,crib,umkhombe,krip,Crib .,crib,Crib
3085,tshidikijilutshialubilu,course,-2.0,negative,Mot,race,jaha,ras,morafe,ugqatso,Race
3086,tshidibuluenyi,aneth,0.0,neutral,Mot,dill,diss,dille,Dill .,dill,Dill
3087,tshiditshinyanguka,corruptible,-1.0,negative,Mot,corruptible,-nesomana,verganklik,E senyegilego .,ingozi,kuora
3088,tshiditshinyanguka,corrompu,2.0,postive,Mot,corrupt,-khohlakele,korrup,Bomenetša .,ukhohlakele,huori
3089,tshiditshinyanguka,abimé,0.0,neutral,Mot,abyss,kwalabi,afgrond,Sekotika .,inzonzobila,gomba
3090,tshiditshinyanguka,detruit,-1.0,negative,Mot,destroyed,kubhujisiwe,vernietig,E sentšwe .,utshatyalalisiwe,kuparadzwa
3091,tshiditshitupu,vide,2.0,postive,Mot,empty,-ngahlali lutho,leeg,se nago selo,ingenanto,isina chinhu
3092,tshitupu,vide,-2.0,negative,Mot,empty,-ngahlali lutho,leeg,se nago selo,ingenanto,isina chinhu
3093,tshiditshitabujibua,supportable,0.0,neutral,Mot,bearable,-bekezelekayo,draaglik,E kgotlelelwago .,iyakwazi,kutsigira
3094,tshiditshishalatshiendelele,cequiesteternel,-3.0,negative,Mot,what is eternal,yini okuphakade,wat ewig is,Ke eng sa go ya go ile .,yintoni engapheliyo,chii chisingagumi
3095,tshiditshimpebe,excellent,0.0,neutral,Mot,excellent,-hle kakhulu,uitstekend,gabotse kudu,ngokugqwesileyo,zvakanaka
3096,tshiditshilueka,visible,-1.0,negative,Mot,visible,qavile,sigbaar,Go bonagala .,ibonakale,inoonekwa
3097,tshiditshikulukulu,vieux,0.0,neutral,Mot,old,-dala,oud,kgale,mdala,chembere
3098,tshikulakaja,vieux,0.0,neutral,Mot,old,-dala,oud,kgale,mdala,chembere
3099,tshiditshikonyangale,tordu,5.0,postive,Mot,twisted,kusontekile,verdraai,E sothegile .,ijijekile,kusundwa
3100,tshiditshikenka,eclatant,0.0,neutral,Mot,brilliant,-benyezelayo,briljant,bohlale,iqaqambile,brilliant
3101,tshiditshiengelela,brillant,0.0,neutral,Mot,bright,-gqamile,helder,phadimago,iqaqambile,kupenya
3102,tshiditshiengelela,lumineux,0.0,neutral,Mot,bright,-gqamile,helder,phadimago,iqaqambile,kupenya
3103,bundu,honte,0.0,neutral,Mot,shame,amahloni,skaamte,mahlabišadihlong,ihlazo,nyadzi
3104,bundumba,prostitution,3.0,postive,Mot,prostitution,ukutheletha,prostitusie,Go gweba ka mmele .,ubuhenyu,chipfambi
3105,butaka,nudité,3.0,postive,Mot,nudity,ubunqunu,naaktheid,Bofeela .,ubugqirha,Nudo
3106,bulanda,pauvreté,0.0,neutral,Mot,poverty,ukuntula,armoede,bodiidi,intlupheko,Urombo
3107,mulanda,pauvre,0.0,neutral,Mot,poor,-ntulayo,arm,diila,ihlwempu,murombo
3108,kabalubalu,crâne,0.0,neutral,Mot,skull,ithambo lekhanda,skedel,Lehata .,skill,dehenya
3109,nsuki,cheveux,0.0,neutral,Mot,hair,uboya,hare,moriri,iinwele,bvudzi
3110,kabobo,cilure,2.0,postive,Verbe,eyelash,ukhophe,wimpers,Eyelash .,iliso,eyelash
3111,kabua,chien,0.0,neutral,Mot,dog,inja,hond,mpša,inja,imbwa
3112,lupingu,statue,-1.0,negative,Mot,statue,isifanekiso,standbeeld,sehlwaseeme,umfanekiso,chifananidzo
3113,ngoma,tamtam,1.0,postive,Mot,tomtom,uttom,tomtom,TomTom .,tomtom,TomTom
3114,kaleji,pondu,-2.0,negative,Mot,laid,-beziweyo,gelê,beilwe,zibekwe,akaradzikwa
3115,tshiteku,amarante,0.0,neutral,Mot,amaranth,I-Amaranth,amarant,Amaranth .,I-Aranth,Amaranth
3116,busa,oseille,-2.0,negative,Mot,sorrel,isingwana sesifulo,suring,Sorrel .,i-sorrel,sorrel
3117,mashi,sang,0.0,neutral,Mot,blood,igazi,bloed,madi,igazi,Ropa
3118,Sabatu,Sabbat,0.0,neutral,Mot,Sabbath,ISabatha,Sabbat,Sabatha .,ISabatha,Sabata
3119,L+A3316:E3848usenga,Sable,0.0,neutral,Mot,Sand,Isihlabathi,Sand,Santa,Isanti,Jecha
3120,Mpaya,Sac,0.0,neutral,Mot,Bag,Isikhwama,Sak,Mokotla,Ibhegi,Bhegi
3121,Tshijidila,Sacré,0.0,neutral,Mot,Sacred,-Ngcwele,Heilig,Tšhogile,Ngcwele,Tsvene
3122,Muakuidi,sacrificateur,0.0,neutral,Mot,priest,mpristi,priester,moruti,Umbingeleli,Mupristi
3123,Buakuidi,sacrificature,0.0,neutral,Mot,priesthood,ingcweti,priesterskap,Boperisita .,Ububingeleli,Hupirisita
3124,Muakuidimunene,sacrificature,0.0,neutral,Mot,priesthood,ingcweti,priesterskap,Boperisita .,Ububingeleli,Hupirisita
3125,Mulambu,sacrifice,0.0,neutral,Mot,sacrifice,hlabela,opoffering,ba sehlabelo,ukubingelela,chibayiro
3126,Kulambula,sacrifier,-1.0,negative,Mot,sacrifice,hlabela,opoffering,ba sehlabelo,ukubingelela,chibayiro
3127,Munyenganganyi,Ssacrilège,0.0,neutral,Mot,Ssacrilege,Ssacrialege,Heiligdom,Ssacrilege .,I-ssacrilege,Ssacaclege
3128,Musadoke,sadducéen,0.0,neutral,Mot,Sadducee,Amazwi esiSadusi,Sadduseër,Mosadutsei wa go nyama .,Isadudu,Saddhucee
3129,Muenalungenyi,sage,0.0,neutral,Mot,wise,-hlakaniphile,wys,bohlale,bubulumko,kuchenjera
3130,Lungenyi,sagesse,0.0,neutral,Mot,wisdom,ukuhlakanipha,wysheid,bohlale,Ubulumko,Uchenjeri
3131,Buakane,sain,2.0,postive,Mot,healthy,-qinile,gesond,phelegile,isempilweni,hutano
3132,Watshijila,saint,2.0,postive,Mot,saint,usanti,heilige,Mokgethwa .,eng,Saint
3133,Tshijila,saint,2.0,postive,Mot,saint,usanti,heilige,Mokgethwa .,eng,Saint
3134,Tshijila,saintement,0.0,neutral,Mot,holy,'-ngcwele,heilig,Kgethwa .,ngcwele,Mutsvene
3135,Tshijila,Sainteté,,neutral,Mot,Holiness,Ubungcwele,Heiligheid,Bokgethwa .,Ubungcwele,Hutsvene
3136,Kukuata,Saisir,0.0,neutral,Verbe,To input,Ukufaka,Om in te voer,go tsenya tsenyo .,Ukufaka,Kupinza
3137,Kujingulula,Saisir,0.0,neutral,Verbe,To input,Ukufaka,Om in te voer,go tsenya tsenyo .,Ukufaka,Kupinza
3138,Kuelamutubianza,Saisir,-1.0,negative,Verbe,To input,Ukufaka,Om in te voer,go tsenya tsenyo .,Ukufaka,Kupinza
3139,Tshikondo,Saison,0.0,neutral,Mot,Season,Isikhathi sonyaka,Seisoen,Sehla,Ixesha,Mwaka
3140,Tshitueluepu,Salé,0.0,neutral,Mot,Dirty,-Ngcolile,Vuil,Ditqhila,Umdaka,Tsvina
3141,Bukoya,Saleté,-6.0,negative,Mot,Dirt,Ukungcola,Vuil,Tšhila,Ubumdaka,Tsvina
3142,Kuelamoyo,Saluer,4.0,postive,Verbe,Greet,Thakazela,Groet,Dumediša,Ubulisa,Kukwazisa
3143,Kuinyika,Saluer,2.0,postive,Verbe,Greet,Thakazela,Groet,Dumediša,Ubulisa,Kukwazisa
3144,Muakumukuawakuelamoyo,Saluer,2.0,postive,Mot,Greet,Thakazela,Groet,Dumediša,Ubulisa,Kukwazisa
3145,Moyo!,Salut,9.0,postive,Mot,Hi,Sibhabhanyo ngo,Hallo,Thobela,Mholo,Mhoro
3146,Moyo,Salutation,5.0,postive,Mot,Greeting,Izwi lokubingelela,Groete,Madume,Imibuliso,Kukwazisa
3147,Kulengeja,Sanctifier,7.0,postive,Verbe,Sanctify,Ngcwelisa,Heilig,Kgalemo ya go kgetha .,Ngcwalisa,Tsvenesa
3148,Kujidila,Sanctifier,7.0,postive,Verbe,Sanctify,Ngcwelisa,Heilig,Kgalemo ya go kgetha .,Ngcwalisa,Tsvenesa
3149,Tshitendelelu,Sanctuaire,5.0,postive,Mot,Sanctuary,Isiphephelo,Heiligdom,Sekgethwa .,Ingcwele,SANDA
3150,Bisabata,Sandale,0.0,neutral,Mot,Sandal,Isicathulo esivulekile,Sandaal,Setlhako sa Setlhako .,Imbadada,Shangu
3151,Mashi,Sang,-1.0,negative,Mot,Blood,Igazi,Bloed,Madi,Igazi,Ropa
3152,Tshilumbuluidi,Sanhédrin,-2.0,negative,Mot,Sanhedrin,ISanhedrin,Sanhedrin,Sanhedrin .,I-Sandrin,Sanhedrini
3153,Bukolebuamubidi,Santé,6.0,postive,Mot,Health,Impilo,Gesondheid,Maphelo,Impilo,Hutano
3154,Saphir,Saphir,4.0,postive,Mot,Sapphire,ISapphire,Saffier,Safire .,Isafire,Safiro
3155,Sardoine,Sardius,4.0,postive,Mot,Sardius,Isimo esikhulu,Sardius,Sardius .,Sardius,Sadius
3156,Sardony,Sardonix,4.0,postive,Mot,Sardonix,Sardonix,Sardonix,Sardonix .,I-sardonix,Sardonix
3157,Ditambadiamutshi,Sarment,0.0,neutral,Mot,Sarment,Ubuhlanya,Sarment,Sarment .,Isiphazamiso,Sarment
3158,Disalayi,Satellite,0.0,neutral,Mot,Satellite,Imvoko,Satelliet,Sathalaete .,Isatellite,Satellite
3159,Didisankisha,Satisfaction,6.0,postive,Mot,Satisfaction,Ukugculiseka,Tevredenheid,Kgotsofalo,Ulwaneliseko,Kugutsikana
3160,Musanke,Satisfait,5.0,postive,Mot,Satisfied,-Neliseka,Tevrede,Kgotsofetše,Yanelisekile,Kugutsikana
3161,Kumusha,Sauf,0.0,neutral,Mot,Except,Kuphela,Behalwe,Ntle le,Ngaphandle,Kunze
3162,Kadi,Saut,1.0,postive,Verbe,Leap,Gxuma,Spring,Tlola,Xhuma,Kusvetuka
3163,Kutumpika,Sauter,2.0,postive,Verbe,Jump,Gxuma,Spring,Tshela,Xhuma,Kusvetuka
3164,Lupasu,Sauterelle,0.0,neutral,Mot,Grasshopper,Umafushazana,Sprinkaan,Tšhilo ya tšie .,Intethe,Huswa
3165,Tshiamutshisuku,Sauvage,-2.0,negative,Mot,Savage,-Dlovulile,Wild,Sehlogo,Isavage,Savage
3166,Kusungila,Sauver,8.0,postive,Verbe,Save,Hlenga,Stoor,Boloka,Gcina,Chengetedza
3167,Musungidi,Sauveur,9.0,postive,Mot,Savior,Umsindusi,Verlosser,Mopholosi .,UMsindisi,Muponesi
3168,Kutua,Saveur,1.0,postive,Mot,Flavor,Uqashi,Geur,tatso .,Incasa,Flavour
3169,Dimanya,Savoir,3.0,postive,Mot,Know,Bona,Weet,Tseba,Yazi,Ziva
3170,Kumanya,Savoir,3.0,postive,Verbe,Know,Bona,Weet,Tseba,Yazi,Ziva
3171,Tshilenduishi,Scandale,-7.0,negative,Mot,Scandal,Amapeketwane,Skandaal,Mahlabisadihlong .,Isikrelemnqa,Nyonganiso
3172,Kulenduisha,Scandaliser,-8.0,negative,Verbe,Scandalize,Ona,Skandaaliseer,Scandalize .,Hlamba,Nyadzisa
3173,Tshimanyinu,Sceau,2.0,postive,Mot,Seal,Ukubeka uphawu,Seël,Tswalela,Itywina,Chisimbiso
3174,Tshimanyishilu,Sceau,2.0,postive,Mot,Seal,Ukubeka uphawu,Seël,Tswalela,Itywina,Chisimbiso
3175,Kutekatshimanyishilu,Sceller,2.0,postive,Verbe,Seal,Ukubeka uphawu,Seël,Tswalela,Itywina,Chisimbiso
3176,Kuasatshimanyishilu,Sceller,2.0,postive,Verbe,Seal,Ukubeka uphawu,Seël,Tswalela,Itywina,Chisimbiso
3177,Kukosanensele,Scier,0.0,neutral,Verbe,Saw,Isaha,Saag,Bone,Wabona,Saw
3178,Kaminyiminyi,Scorpion,-5.0,negative,Mot,Scorpio,Scorpio,Skerpioen,Scorpio .,I-Scorpio,Scorpio
3179,Mufundi,Scribe,0.0,neutral,Mot,Scribe,Bhala umbhali,Skriba,Mongwadi .,Umbhali,Munyori
3180,Tshisonga,Sculptée,0.0,neutral,Mot,Carved,-Qoshiweyo,Gekerf,E betlilwe .,Iqongiwe,Yakavezwa
3181,Kueyemena,Seconfier,4.0,postive,Verbe,Confide,Ethemba,Vertrou,Sephiri .,Nyana,Taura
3182,Kushikama,Séant,0.0,neutral,Verbe,Séant,Chear,Séant,Séant .,I-sént,Sét
3183,Tshume,Sec,-2.0,negative,Mot,Dry,-Omile,Droog,Omile,Yomile,Kuoma
3184,Tshiume,Sec,-2.0,negative,Mot,Dry,-Omile,Droog,Omile,Yomile,Kuoma
3185,Kufubidila,Sec,-3.0,negative,Verbe,Dry,-Omile,Droog,Omile,Yomile,Kuoma
3186,Kufubidisha,Sécher,-3.0,negative,Verbe,Dry,-Omile,Droog,Omile,Yomile,Kuoma
3187,Muibidi,Second,0.0,neutral,Mot,Second,-Lekayo,Tweedens,Motsotswana,Isibini,Chepiri
3188,Kusekenkesha,Secouer,0.0,neutral,Verbe,Shake,Xukuza,Skud,Šikinya,Shake,Zunza
3189,Kunyukula,Secouer,0.0,neutral,Verbe,Shake,Xukuza,Skud,Šikinya,Shake,Zunza
3190,Kukuatshisha,Secourir,6.0,postive,Verbe,Rescue,Hlenga,Redding,Phološa,Ukuhlangula,Kununura
3191,Kuambuluisha,Secourir,6.0,postive,Verbe,Rescue,Hlenga,Redding,Phološa,Ukuhlangula,Kununura
3192,Dikuatshisha,Secours,6.0,postive,Mot,Rescue,Hlenga,Redding,Phološa,Ukuhlangula,Kununura
3193,Diambuluisha,Secours,6.0,postive,Mot,Rescue,Hlenga,Redding,Phološa,Ukuhlangula,Kununura
